Kabupaten_Kota,Provinsi,Jenis_Daging,Tahun,Konsumsi_per_Minggu_dalam_Kg,Pengeluaran_per_Minggu_dalam_IDR
Nias Selatan,Sumatera Utara,Daging ayam kampung,2024,0.025,1235
Humbang Hasundutan,Sumatera Utara,Daging ayam kampung,2024,0.026,1846
Pakpak Bharat,Sumatera Utara,Daging ayam kampung,2024,0.026,1780
Samosir,Sumatera Utara,Daging ayam kampung,2024,0.046,3931
Serdang Bedagai,Sumatera Utara,Daging ayam kampung,2024,0.022,1112
Batu Bara,Sumatera Utara,Daging ayam kampung,2024,0.007,344
Padang Lawas Utara,Sumatera Utara,Daging ayam kampung,2024,0.006,338
Padang Lawas,Sumatera Utara,Daging ayam kampung,2024,0.013,718
Labuhan Batu Selatan,Sumatera Utara,Daging ayam kampung,2024,0.019,917
Labuhan Batu Utara,Sumatera Utara,Daging ayam kampung,2024,0.012,591
Nias Utara,Sumatera Utara,Daging ayam kampung,2024,0.012,543
Nias Barat,Sumatera Utara,Daging ayam kampung,2024,0.027,1376
Kota Sibolga,Sumatera Utara,Daging ayam kampung,2024,0.006,290
Kota Tanjung Balai,Sumatera Utara,Daging ayam kampung,2024,0.007,317
Kota Pematang Siantar,Sumatera Utara,Daging ayam kampung,2024,0.013,783
Kota Tebing Tinggi,Sumatera Utara,Daging ayam kampung,2024,0.016,794
Kota Medan,Sumatera Utara,Daging ayam kampung,2024,0.005,366
Kota Binjai,Sumatera Utara,Daging ayam kampung,2024,0.018,1143
Kota Padangsidimpuan,Sumatera Utara,Daging ayam kampung,2024,0.009,867
Kota Gunungsitoli,Sumatera Utara,Daging ayam kampung,2024,0.028,1416
Kepulauan Mentawai,Sumatera Barat,Daging ayam kampung,2024,0.024,1952
Pesisir Selatan,Sumatera Barat,Daging ayam kampung,2024,0.011,490
Solok,Sumatera Barat,Daging ayam kampung,2024,0.012,648
Sijunjung,Sumatera Barat,Daging ayam kampung,2024,0.013,537
Tanah Datar,Sumatera Barat,Daging ayam kampung,2024,0.011,410
Padang Pariaman,Sumatera Barat,Daging ayam kampung,2024,0.007,307
Agam,Sumatera Barat,Daging ayam kampung,2024,0.012,464
Lima Puluh Kota,Sumatera Barat,Daging ayam kampung,2024,0.037,1247
Pasaman,Sumatera Barat,Daging ayam kampung,2024,0.005,207
Solok Selatan,Sumatera Barat,Daging ayam kampung,2024,0.031,1091
Dharmasraya,Sumatera Barat,Daging ayam kampung,2024,0.029,1278
Pasaman Barat,Sumatera Barat,Daging ayam kampung,2024,0.005,237
Kota Padang,Sumatera Barat,Daging ayam kampung,2024,0.004,114
Kota Solok,Sumatera Barat,Daging ayam kampung,2024,0.003,171
Kota Sawah Lunto,Sumatera Barat,Daging ayam kampung,2024,0.024,1140
Kota Padang Panjang,Sumatera Barat,Daging ayam kampung,2024,0.004,96
Kota Bukittinggi,Sumatera Barat,Daging ayam kampung,2024,0.001,52
Kota Payakumbuh,Sumatera Barat,Daging ayam kampung,2024,0.012,478
Kota Pariaman,Sumatera Barat,Daging ayam kampung,2024,0.008,406
Kuantan Singingi,Riau,Daging ayam kampung,2024,0.026,1347
Indragiri Hulu,Riau,Daging ayam kampung,2024,0.026,1272
Indragiri Hilir,Riau,Daging ayam kampung,2024,0.016,1054
Pelalawan,Riau,Daging ayam kampung,2024,0.028,1630
Siak,Riau,Daging ayam kampung,2024,0.032,1482
Kampar,Riau,Daging ayam kampung,2024,0.016,686
Rokan Hulu,Riau,Daging ayam kampung,2024,0.019,851
Bengkalis,Riau,Daging ayam kampung,2024,0.021,835
Rokan Hilir,Riau,Daging ayam kampung,2024,0.019,930
Kepulauan Meranti,Riau,Daging ayam kampung,2024,0.013,601
Kota Pekanbaru,Riau,Daging ayam kampung,2024,0.011,491
Kota Dumai,Riau,Daging ayam kampung,2024,0.01,528
Kerinci,Jambi,Daging ayam kampung,2024,0.005,307
Merangin,Jambi,Daging ayam kampung,2024,0.032,1690
Sarolangun,Jambi,Daging ayam kampung,2024,0.022,1088
Batang Hari,Jambi,Daging ayam kampung,2024,0.028,1283
Muaro Jambi,Jambi,Daging ayam kampung,2024,0.017,1113
Tanjung Jabung Timur,Jambi,Daging ayam kampung,2024,0.024,1161
Tanjung Jabung Barat,Jambi,Daging ayam kampung,2024,0.015,715
Tebo,Jambi,Daging ayam kampung,2024,0.029,1405
Bungo,Jambi,Daging ayam kampung,2024,0.023,1214
Kota Jambi,Jambi,Daging ayam kampung,2024,0.005,279
Kota Sungai Penuh,Jambi,Daging ayam kampung,2024,0.008,419
Ogan Komering Ulu,Sumatera Selatan,Daging ayam kampung,2024,0.019,839
Ogan Komering Ilir,Sumatera Selatan,Daging ayam kampung,2024,0.04,1554
Muara Enim,Sumatera Selatan,Daging ayam kampung,2024,0.019,750
Lahat,Sumatera Selatan,Daging ayam kampung,2024,0.019,740
Musi Rawas,Sumatera Selatan,Daging ayam kampung,2024,0.044,1821
Musi Banyuasin,Sumatera Selatan,Daging ayam kampung,2024,0.034,1647
Banyu Asin,Sumatera Selatan,Daging ayam kampung,2024,0.042,1629
Ogan Komering Ulu Selatan,Sumatera Selatan,Daging ayam kampung,2024,0.024,1073
Ogan Komering Ulu Timur,Sumatera Selatan,Daging ayam kampung,2024,0.051,1921
Ogan Ilir,Sumatera Selatan,Daging ayam kampung,2024,0.016,530
Empat Lawang,Sumatera Selatan,Daging ayam kampung,2024,0.006,147
Penukal Abab Lematang Ilir,Sumatera Selatan,Daging ayam kampung,2024,0.01,417
Musi Rawas Utara,Sumatera Selatan,Daging ayam kampung,2024,0.04,1747
Kota Palembang,Sumatera Selatan,Daging ayam kampung,2024,0.005,245
Kota Prabumulih,Sumatera Selatan,Daging ayam kampung,2024,0.005,200
Kota Pagar Alam,Sumatera Selatan,Daging ayam kampung,2024,0.01,428
Kota Lubuklinggau,Sumatera Selatan,Daging ayam kampung,2024,0.022,935
Bengkulu Selatan,Bengkulu,Daging ayam kampung,2024,0.014,839
Rejang Lebong,Bengkulu,Daging ayam kampung,2024,0.009,378
Bengkulu Utara,Bengkulu,Daging ayam kampung,2024,0.038,1999
Kaur,Bengkulu,Daging ayam kampung,2024,0.022,1239
Seluma,Bengkulu,Daging ayam kampung,2024,0.023,1163
Mukomuko,Bengkulu,Daging ayam kampung,2024,0.023,1229
Lebong,Bengkulu,Daging ayam kampung,2024,0.014,812
Kepahiang,Bengkulu,Daging ayam kampung,2024,0.005,225
Bengkulu Tengah,Bengkulu,Daging ayam kampung,2024,0.006,300
Kota Bengkulu,Bengkulu,Daging ayam kampung,2024,0.009,613
Lampung Barat,Lampung,Daging ayam kampung,2024,0.035,1615
Tanggamus,Lampung,Daging ayam kampung,2024,0.043,1554
Lampung Selatan,Lampung,Daging ayam kampung,2024,0.053,2175
Lampung Timur,Lampung,Daging ayam kampung,2024,0.051,2284
Lampung Tengah,Lampung,Daging ayam kampung,2024,0.064,3123
Lampung Utara,Lampung,Daging ayam kampung,2024,0.024,1042
Way Kanan,Lampung,Daging ayam kampung,2024,0.04,2195
Tulangbawang,Lampung,Daging ayam kampung,2024,0.063,2646
Pesawaran,Lampung,Daging ayam kampung,2024,0.048,2000
Pringsewu,Lampung,Daging ayam kampung,2024,0.039,1367
Mesuji,Lampung,Daging ayam kampung,2024,0.049,2021
Tulang Bawang Barat,Lampung,Daging ayam kampung,2024,0.044,1931
Pesisir Barat,Lampung,Daging ayam kampung,2024,0.032,1653
Kota Bandar Lampung,Lampung,Daging ayam kampung,2024,0.008,434
Kota Metro,Lampung,Daging ayam kampung,2024,0.034,1666
Bangka,Bangka Belitung,Daging ayam kampung,2024,0.02,1125
Belitung,Bangka Belitung,Daging ayam kampung,2024,0.012,588
Bangka Barat,Bangka Belitung,Daging ayam kampung,2024,0.013,721
Bangka Tengah,Bangka Belitung,Daging ayam kampung,2024,0.036,1812
Bangka Selatan,Bangka Belitung,Daging ayam kampung,2024,0.018,907
Belitung Timur,Bangka Belitung,Daging ayam kampung,2024,0.005,259
Kota Pangkal Pinang,Bangka Belitung,Daging ayam kampung,2024,0.009,646
Karimun,Kepulauan Riau,Daging ayam kampung,2024,0.011,606
Bintan,Kepulauan Riau,Daging ayam kampung,2024,0.016,881
Natuna,Kepulauan Riau,Daging ayam kampung,2024,0.006,265
Lingga,Kepulauan Riau,Daging ayam kampung,2024,0.014,659
Kepulauan Anambas,Kepulauan Riau,Daging ayam kampung,2024,0.008,567
Kota Batam,Kepulauan Riau,Daging ayam kampung,2024,0.009,715
Kota Tanjung Pinang,Kepulauan Riau,Daging ayam kampung,2024,0.009,432
Kep. Seribu,DKI Jakarta,Daging ayam kampung,2024,0.003,169
Kota Jakarta Selatan,DKI Jakarta,Daging ayam kampung,2024,0.009,687
Kota Jakarta Timur,DKI Jakarta,Daging ayam kampung,2024,0.008,536
Kota Jakarta Pusat,DKI Jakarta,Daging ayam kampung,2024,0.002,227
Kota Jakarta Barat,DKI Jakarta,Daging ayam kampung,2024,0.014,1141
Kota Jakarta Utara,DKI Jakarta,Daging ayam kampung,2024,0.009,762
Bogor,Jawa Barat,Daging ayam kampung,2024,0.004,289
Sukabumi,Jawa Barat,Daging ayam kampung,2024,0.022,789
Cianjur,Jawa Barat,Daging ayam kampung,2024,0.03,1196
Bandung,Jawa Barat,Daging ayam kampung,2024,0.004,197
Garut,Jawa Barat,Daging ayam kampung,2024,0.008,378
Tasikmalaya,Jawa Barat,Daging ayam kampung,2024,0.02,742
Ciamis,Jawa Barat,Daging ayam kampung,2024,0.011,485
Kuningan,Jawa Barat,Daging ayam kampung,2024,0.005,219
Cirebon,Jawa Barat,Daging ayam kampung,2024,0.008,300
Majalengka,Jawa Barat,Daging ayam kampung,2024,0.005,258
Sumedang,Jawa Barat,Daging ayam kampung,2024,0.007,245
Indramayu,Jawa Barat,Daging ayam kampung,2024,0.011,439
Subang,Jawa Barat,Daging ayam kampung,2024,0.007,333
Purwakarta,Jawa Barat,Daging ayam kampung,2024,0.008,355
Karawang,Jawa Barat,Daging ayam kampung,2024,0.004,143
Bekasi,Jawa Barat,Daging ayam kampung,2024,0.007,374
Bandung Barat,Jawa Barat,Daging ayam kampung,2024,0.006,169
Pangandaran,Jawa Barat,Daging ayam kampung,2024,0.047,2008
Kota Bogor,Jawa Barat,Daging ayam kampung,2024,0.004,252
Kota Sukabumi,Jawa Barat,Daging ayam kampung,2024,0.008,547
Kota Bandung,Jawa Barat,Daging ayam kampung,2024,0.004,275
Kota Cirebon,Jawa Barat,Daging ayam kampung,2024,0.002,71
Kota Bekasi,Jawa Barat,Daging ayam kampung,2024,0.007,648
Kota Depok,Jawa Barat,Daging ayam kampung,2024,0.007,609
Kota Cimahi,Jawa Barat,Daging ayam kampung,2024,0.004,234
Kota Tasikmalaya,Jawa Barat,Daging ayam kampung,2024,0.013,665
Kota Banjar,Jawa Barat,Daging ayam kampung,2024,0.016,714
Cilacap,Jawa Tengah,Daging ayam kampung,2024,0.024,1121
Banyumas,Jawa Tengah,Daging ayam kampung,2024,0.026,1225
Purbalingga,Jawa Tengah,Daging ayam kampung,2024,0.009,479
Banjarnegara,Jawa Tengah,Daging ayam kampung,2024,0.009,384
Kebumen,Jawa Tengah,Daging ayam kampung,2024,0.022,922
Purworejo,Jawa Tengah,Daging ayam kampung,2024,0.018,1095
Wonosobo,Jawa Tengah,Daging ayam kampung,2024,0.012,457
Magelang,Jawa Tengah,Daging ayam kampung,2024,0.017,782
Boyolali,Jawa Tengah,Daging ayam kampung,2024,0.014,600
Klaten,Jawa Tengah,Daging ayam kampung,2024,0.007,342
Sukoharjo,Jawa Tengah,Daging ayam kampung,2024,0.006,269
Wonogiri,Jawa Tengah,Daging ayam kampung,2024,0.021,880
Karanganyar,Jawa Tengah,Daging ayam kampung,2024,0.013,605
Sragen,Jawa Tengah,Daging ayam kampung,2024,0.021,910
Grobogan,Jawa Tengah,Daging ayam kampung,2024,0.021,1010
Blora,Jawa Tengah,Daging ayam kampung,2024,0.032,1584
Rembang,Jawa Tengah,Daging ayam kampung,2024,0.026,1207
Pati,Jawa Tengah,Daging ayam kampung,2024,0.003,155
Kudus,Jawa Tengah,Daging ayam kampung,2024,0.004,254
Jepara,Jawa Tengah,Daging ayam kampung,2024,0.011,478
Demak,Jawa Tengah,Daging ayam kampung,2024,0.003,134
Semarang,Jawa Tengah,Daging ayam kampung,2024,0.023,1063
Temanggung,Jawa Tengah,Daging ayam kampung,2024,0.033,1989
Kendal,Jawa Tengah,Daging ayam kampung,2024,0.011,590
Batang,Jawa Tengah,Daging ayam kampung,2024,0.012,681
Pekalongan,Jawa Tengah,Daging ayam kampung,2024,0.01,433
Pemalang,Jawa Tengah,Daging ayam kampung,2024,0.008,402
Tegal,Jawa Tengah,Daging ayam kampung,2024,0.005,278
Brebes,Jawa Tengah,Daging ayam kampung,2024,0.005,287
Kota Magelang,Jawa Tengah,Daging ayam kampung,2024,0.007,537
Kota Surakarta,Jawa Tengah,Daging ayam kampung,2024,0.003,153
Kota Salatiga,Jawa Tengah,Daging ayam kampung,2024,0.004,312
Kota Semarang,Jawa Tengah,Daging ayam kampung,2024,0.004,287
Kota Pekalongan,Jawa Tengah,Daging ayam kampung,2024,0.004,275
Kota Tegal,Jawa Tengah,Daging ayam kampung,2024,0.002,141
Kulon Progo,Daerah Istimewa Yogyakarta,Daging ayam kampung,2024,0.019,1019
Bantul,Daerah Istimewa Yogyakarta,Daging ayam kampung,2024,0.007,408
Gunung Kidul,Daerah Istimewa Yogyakarta,Daging ayam kampung,2024,0.015,881
Sleman,Daerah Istimewa Yogyakarta,Daging ayam kampung,2024,0.005,318
Kota Yogyakarta,Daerah Istimewa Yogyakarta,Daging ayam kampung,2024,0.008,672
Pacitan,Jawa Timur,Daging ayam kampung,2024,0.018,708
Ponorogo,Jawa Timur,Daging ayam kampung,2024,0.032,1364
Trenggalek,Jawa Timur,Daging ayam kampung,2024,0.025,1064
Tulungagung,Jawa Timur,Daging ayam kampung,2024,0.013,476
Blitar,Jawa Timur,Daging ayam kampung,2024,0.009,368
Kediri,Jawa Timur,Daging ayam kampung,2024,0.012,524
Malang,Jawa Timur,Daging ayam kampung,2024,0.008,424
Lumajang,Jawa Timur,Daging ayam kampung,2024,0.014,730
Jember,Jawa Timur,Daging ayam kampung,2024,0.012,577
Banyuwangi,Jawa Timur,Daging ayam kampung,2024,0.015,853
Bondowoso,Jawa Timur,Daging ayam kampung,2024,0.01,436
Situbondo,Jawa Timur,Daging ayam kampung,2024,0.004,223
Probolinggo,Jawa Timur,Daging ayam kampung,2024,0.007,321
Pasuruan,Jawa Timur,Daging ayam kampung,2024,0.008,373
Sidoarjo,Jawa Timur,Daging ayam kampung,2024,0.009,411
Mojokerto,Jawa Timur,Daging ayam kampung,2024,0.01,598
Jombang,Jawa Timur,Daging ayam kampung,2024,0.007,370
Nganjuk,Jawa Timur,Daging ayam kampung,2024,0.01,458
Madiun,Jawa Timur,Daging ayam kampung,2024,0.013,537
Magetan,Jawa Timur,Daging ayam kampung,2024,0.007,322
Ngawi,Jawa Timur,Daging ayam kampung,2024,0.03,1151
Bojonegoro,Jawa Timur,Daging ayam kampung,2024,0.016,856
Tuban,Jawa Timur,Daging ayam kampung,2024,0.023,1374
Lamongan,Jawa Timur,Daging ayam kampung,2024,0.005,266
Gresik,Jawa Timur,Daging ayam kampung,2024,0.01,420
Bangkalan,Jawa Timur,Daging ayam kampung,2024,0.006,260
Sampang,Jawa Timur,Daging ayam kampung,2024,0.014,656
Pamekasan,Jawa Timur,Daging ayam kampung,2024,0.012,490
Sumenep,Jawa Timur,Daging ayam kampung,2024,0.019,1140
Kota Kediri,Jawa Timur,Daging ayam kampung,2024,0.002,132
Kota Blitar,Jawa Timur,Daging ayam kampung,2024,0.01,563
Kota Malang,Jawa Timur,Daging ayam kampung,2024,0.007,451
Kota Probolinggo,Jawa Timur,Daging ayam kampung,2024,0.002,136
Kota Pasuruan,Jawa Timur,Daging ayam kampung,2024,0.003,153
Kota Mojokerto,Jawa Timur,Daging ayam kampung,2024,0.006,310
Kota Madiun,Jawa Timur,Daging ayam kampung,2024,0.012,675
Kota Surabaya,Jawa Timur,Daging ayam kampung,2024,0.008,574
Kota Batu,Jawa Timur,Daging ayam kampung,2024,0.002,87
Pandeglang,Banten,Daging ayam kampung,2024,0.012,417
Lebak,Banten,Daging ayam kampung,2024,0.03,1250
Tangerang,Banten,Daging ayam kampung,2024,0.005,270
Serang,Banten,Daging ayam kampung,2024,0.016,697
Kota Tangerang,Banten,Daging ayam kampung,2024,0.01,609
Kota Cilegon,Banten,Daging ayam kampung,2024,0.008,549
Kota Serang,Banten,Daging ayam kampung,2024,0.005,237
Kota Tangerang Selatan,Banten,Daging ayam kampung,2024,0.007,388
Jembrana,Bali,Daging ayam kampung,2024,0.032,1151
Tabanan,Bali,Daging ayam kampung,2024,0.008,319
Badung,Bali,Daging ayam kampung,2024,0.004,222
Gianyar,Bali,Daging ayam kampung,2024,0.006,278
Klungkung,Bali,Daging ayam kampung,2024,0.003,196
Bangli,Bali,Daging ayam kampung,2024,0.012,531
Karangasem,Bali,Daging ayam kampung,2024,0.015,565
Buleleng,Bali,Daging ayam kampung,2024,0.015,711
Kota Denpasar,Bali,Daging ayam kampung,2024,0.006,315
Lombok Barat,Nusa Tenggara Barat,Daging ayam kampung,2024,0.02,902
Lombok Tengah,Nusa Tenggara Barat,Daging ayam kampung,2024,0.05,2234
Lombok Timur,Nusa Tenggara Barat,Daging ayam kampung,2024,0.033,1743
