Kabupaten_Kota,Provinsi,Jenis_Daging,Tahun,Konsumsi_per_Minggu_dalam_Kg,Pengeluaran_per_Minggu_dalam_IDR,Kategori_Konsumsi,Kategori_Pengeluaran
Bolaang Mongondow,Sulawesi Utara,Daging sapi,2024,0.003,419,Low,Low
Minahasa,Sulawesi Utara,Daging sapi,2024,0.003,350,Low,Low
Kepulauan Sangihe,Sulawesi Utara,Daging sapi,2024,,,Unknown,Unknown
Kepulauan Talaud,Sulawesi Utara,Daging sapi,2024,,,Unknown,Unknown
Minahasa Selatan,Sulawesi Utara,Daging sapi,2024,0.001,77,Low,Low
Minahasa Utara,Sulawesi Utara,Daging sapi,2024,0.001,166,Low,Low
Bolaang Mongondow Utara,Sulawesi Utara,Daging sapi,2024,0.005,602,Low,Low
Siau Tagulandang Biaro,Sulawesi Utara,Daging sapi,2024,,,Unknown,Unknown
Minahasa Tenggara,Sulawesi Utara,Daging sapi,2024,,39,Unknown,Low
Bolaang Mongondow Selatan,Sulawesi Utara,Daging sapi,2024,,41,Unknown,Low
Bolaang Mongondow Timur,Sulawesi Utara,Daging sapi,2024,0.005,581,Low,Low
Kota Manado,Sulawesi Utara,Daging sapi,2024,0.001,194,Low,Low
Kota Bitung,Sulawesi Utara,Daging sapi,2024,0.003,414,Low,Low
Kota Tomohon,Sulawesi Utara,Daging sapi,2024,0.001,143,Low,Low
Kota Kotamobagu,Sulawesi Utara,Daging sapi,2024,0.002,230,Low,Low
Banggai Kepulauan,Sulawesi Tengah,Daging sapi,2024,0.002,240,Low,Low
Banggai,Sulawesi Tengah,Daging sapi,2024,0.001,193,Low,Low
Morowali,Sulawesi Tengah,Daging sapi,2024,0.001,180,Low,Low
Poso,Sulawesi Tengah,Daging sapi,2024,0.003,567,Low,Low
Donggala,Sulawesi Tengah,Daging sapi,2024,0.002,215,Low,Low
Toli-Toli,Sulawesi Tengah,Daging sapi,2024,0.001,79,Low,Low
Buol,Sulawesi Tengah,Daging sapi,2024,0.004,497,Low,Low
Parigi Moutong,Sulawesi Tengah,Daging sapi,2024,0.002,301,Low,Low
Tojo Una-Una,Sulawesi Tengah,Daging sapi,2024,0.001,165,Low,Low
Sigi,Sulawesi Tengah,Daging sapi,2024,0.002,202,Low,Low
Banggai Laut,Sulawesi Tengah,Daging sapi,2024,0.002,227,Low,Low
Morowali Utara,Sulawesi Tengah,Daging sapi,2024,0.008,952,Low,Medium
Kota Palu,Sulawesi Tengah,Daging sapi,2024,0.002,305,Low,Low
Kepulauan Selayar,Sulawesi Selatan,Daging sapi,2024,0.003,378,Low,Low
Bulukumba,Sulawesi Selatan,Daging sapi,2024,0.003,340,Low,Low
Bantaeng,Sulawesi Selatan,Daging sapi,2024,0.006,750,Low,Medium
Jeneponto,Sulawesi Selatan,Daging sapi,2024,,24,Unknown,Low
Takalar,Sulawesi Selatan,Daging sapi,2024,0.002,288,Low,Low
Gowa,Sulawesi Selatan,Daging sapi,2024,0.003,315,Low,Low
Sinjai,Sulawesi Selatan,Daging sapi,2024,0.004,478,Low,Low
Maros,Sulawesi Selatan,Daging sapi,2024,0.004,477,Low,Low
Pangkajene dan Kepulauan,Sulawesi Selatan,Daging sapi,2024,0.007,839,Low,Medium
Barru,Sulawesi Selatan,Daging sapi,2024,0.002,247,Low,Low
Bone,Sulawesi Selatan,Daging sapi,2024,0.001,131,Low,Low
Soppeng,Sulawesi Selatan,Daging sapi,2024,0.001,113,Low,Low
Wajo,Sulawesi Selatan,Daging sapi,2024,0.001,60,Low,Low
Sidenreng Rappang,Sulawesi Selatan,Daging sapi,2024,0.001,61,Low,Low
Pinrang,Sulawesi Selatan,Daging sapi,2024,0.001,69,Low,Low
Enrekang,Sulawesi Selatan,Daging sapi,2024,0.006,805,Low,Medium
Luwu,Sulawesi Selatan,Daging sapi,2024,0.004,572,Low,Low
Tana Toraja,Sulawesi Selatan,Daging sapi,2024,0.001,70,Low,Low
Luwu Utara,Sulawesi Selatan,Daging sapi,2024,0.004,528,Low,Low
Luwu Timur,Sulawesi Selatan,Daging sapi,2024,0.002,299,Low,Low
Toraja Utara,Sulawesi Selatan,Daging sapi,2024,0.003,184,Low,Low
Kota Makasar,Sulawesi Selatan,Daging sapi,2024,0.008,997,Low,Medium
Kota Parepare,Sulawesi Selatan,Daging sapi,2024,0.001,120,Low,Low
Kota Palopo,Sulawesi Selatan,Daging sapi,2024,0.004,451,Low,Low
Buton,Sulawesi Tenggara,Daging sapi,2024,,3,Unknown,Low
Muna,Sulawesi Tenggara,Daging sapi,2024,,6,Unknown,Low
Konawe,Sulawesi Tenggara,Daging sapi,2024,0.008,1084,Low,Medium
Kolaka,Sulawesi Tenggara,Daging sapi,2024,,37,Unknown,Low
Konawe Selatan,Sulawesi Tenggara,Daging sapi,2024,0.001,128,Low,Low
Bombana,Sulawesi Tenggara,Daging sapi,2024,0.001,109,Low,Low
Wakatobi,Sulawesi Tenggara,Daging sapi,2024,,,Unknown,Unknown
Kolaka Utara,Sulawesi Tenggara,Daging sapi,2024,0.002,297,Low,Low
Buton Utara,Sulawesi Tenggara,Daging sapi,2024,,,Unknown,Unknown
Konawe Utara,Sulawesi Tenggara,Daging sapi,2024,0.005,668,Low,Medium
Kolaka Timur,Sulawesi Tenggara,Daging sapi,2024,0.003,429,Low,Low
Konawe Kepulauan,Sulawesi Tenggara,Daging sapi,2024,0.001,136,Low,Low
Muna Barat,Sulawesi Tenggara,Daging sapi,2024,,30,Unknown,Low
Buton Tengah,Sulawesi Tenggara,Daging sapi,2024,,,Unknown,Unknown
Buton Selatan,Sulawesi Tenggara,Daging sapi,2024,0.001,168,Low,Low
Kota Kendari,Sulawesi Tenggara,Daging sapi,2024,0.007,951,Low,Medium
Kota Baubau,Sulawesi Tenggara,Daging sapi,2024,0.001,128,Low,Low
Boalemo,Gorontalo,Daging sapi,2024,0.006,737,Low,Medium
Gorontalo,Gorontalo,Daging sapi,2024,0.004,498,Low,Low
Pohuwato,Gorontalo,Daging sapi,2024,0.001,140,Low,Low
Bone Bolango,Gorontalo,Daging sapi,2024,0.008,1131,Low,Medium
Gorontalo Utara,Gorontalo,Daging sapi,2024,0.005,722,Low,Medium
Kota Gorontalo,Gorontalo,Daging sapi,2024,0.006,738,Low,Medium
Majene,Sulawesi Barat,Daging sapi,2024,0.001,171,Low,Low
Polewali Mandar,Sulawesi Barat,Daging sapi,2024,0.003,258,Low,Low
Mamasa,Sulawesi Barat,Daging sapi,2024,0.001,152,Low,Low
Mamuju,Sulawesi Barat,Daging sapi,2024,0.002,254,Low,Low
Mamuju Utara,Sulawesi Barat,Daging sapi,2024,0.002,227,Low,Low
Mamuju Tengah,Sulawesi Barat,Daging sapi,2024,0.003,375,Low,Low
Maluku Tenggara Barat,Maluku,Daging sapi,2024,,9,Unknown,Low
Maluku Tenggara,Maluku,Daging sapi,2024,,,Unknown,Unknown
Maluku Tengah,Maluku,Daging sapi,2024,0.002,174,Low,Low
Buru,Maluku,Daging sapi,2024,0.005,573,Low,Low
Kepulauan Aru,Maluku,Daging sapi,2024,0.001,156,Low,Low
Seram Bagian Barat,Maluku,Daging sapi,2024,0.003,208,Low,Low
Seram Bagian Timur,Maluku,Daging sapi,2024,0.002,156,Low,Low
Maluku Barat Daya,Maluku,Daging sapi,2024,0.003,171,Low,Low
Buru Selatan,Maluku,Daging sapi,2024,,,Unknown,Unknown
Kota Ambon,Maluku,Daging sapi,2024,,22,Unknown,Low
Kota Tual,Maluku,Daging sapi,2024,0.001,100,Low,Low
Halmahera Barat,Maluku Utara,Daging sapi,2024,0.005,627,Low,Medium
Halmahera Tengah,Maluku Utara,Daging sapi,2024,0.007,932,Low,Medium
Kepulauan Sula,Maluku Utara,Daging sapi,2024,0.002,269,Low,Low
Halmahera Selatan,Maluku Utara,Daging sapi,2024,0.002,254,Low,Low
Halmahera Utara,Maluku Utara,Daging sapi,2024,0.002,214,Low,Low
Halmahera Timur,Maluku Utara,Daging sapi,2024,0.003,448,Low,Low
Pulau Morotai,Maluku Utara,Daging sapi,2024,0.003,339,Low,Low
Pulau Taliabu,Maluku Utara,Daging sapi,2024,0.006,667,Low,Medium
Kota Ternate,Maluku Utara,Daging sapi,2024,,56,Unknown,Low
Kota Tidore Kepulauan,Maluku Utara,Daging sapi,2024,0.002,304,Low,Low
Fakfak,Papua Barat,Daging sapi,2024,0.003,409,Low,Low
Kaimana,Papua Barat,Daging sapi,2024,0.003,476,Low,Low
Teluk Wondama,Papua Barat,Daging sapi,2024,,,Unknown,Unknown
Teluk Bintuni,Papua Barat,Daging sapi,2024,0.006,670,Low,Medium
Manokwari,Papua Barat,Daging sapi,2024,0.007,972,Low,Medium
Manokwari Selatan,Papua Barat,Daging sapi,2024,0.007,80,Low,Low
Pegunungan Arfak,Papua Barat,Daging sapi,2024,0.001,0,Low,Low
Raja Ampat,Papua Barat,Daging sapi,2024,,8,Unknown,Low
Sorong,Papua Barat,Daging sapi,2024,0.004,163,Low,Low
Sorong Selatan,Papua Barat,Daging sapi,2024,1.058,1058,High,Medium
Maybrat,Papua Barat,Daging sapi,2024,0.001,0,Low,Low
Tambrauw,Papua Barat,Daging sapi,2024,564,564,High,Low
Kota Sorong,Papua Barat,Daging sapi,2024,0.003,349,Low,Low
Jayapura,Papua,Daging sapi,2024,0.007,465,Low,Low
Kepulauan Yapen,Papua,Daging sapi,2024,0.001,1862,Low,Medium
Biak Numfor,Papua,Daging sapi,2024,0.003,358,Low,Low
Sarmi,Papua,Daging sapi,2024,0.002,339,Low,Low
Keerom,Papua,Daging sapi,2024,0.014,233,Medium,Low
Waropen,Papua,Daging sapi,2024,0.002,0,Low,Low
Supiori,Papua,Daging sapi,2024,0.001,0,Low,Low
Mamberamo Raya,Papua,Daging sapi,2024,0.001,36,Low,Low
Kota Jayapura,Papua,Daging sapi,2024,0.007,0.01,Low,Low
Merauke,Papua,Daging sapi,2024,0.004,793,Low,Medium
Boven Digoel,Papua,Daging sapi,2024,0.009,1075,Medium,Medium
Mappi,Papua,Daging sapi,2024,,599,Unknown,Low
Asmat,Papua,Daging sapi,2024,,8,Unknown,Low
Mimika,Papua,Daging sapi,2024,0.008,1118,Low,Medium
Dogiyai,Papua,Daging sapi,2024,0.007,169,Low,Low
Deiyai,Papua,Daging sapi,2024,0.001,201,Low,Low
Nabire,Papua,Daging sapi,2024,0.002,185,Low,Low
Paniai,Papua,Daging sapi,2024,101,101,High,Low
Intan Jaya,Papua,Daging sapi,2024,988,988,High,Medium
Puncak,Papua,Daging sapi,2024,,,Unknown,Unknown
Puncak Jaya,Papua,Daging sapi,2024,0.001,215,Low,Low
Nduga,Papua,Daging sapi,2024,234,234,High,Low
Jayawijaya,Papua,Daging sapi,2024,0.004,80,Low,Low
Lanny Jaya,Papua,Daging sapi,2024,,,Unknown,Unknown
Tolikara,Papua,Daging sapi,2024,1.162,1162,High,Medium
Mamberamo Tengah,Papua,Daging sapi,2024,0.001,788,Low,Medium
Yalimo,Papua,Daging sapi,2024,0.006,0.01,Low,Low
Yahukimo,Papua,Daging sapi,2024,0.001,41,Low,Low
Pegunungan Bintang,Papua,Daging sapi,2024,1.048,1048,High,Medium
Simeulue,Aceh,Daging ayam ras,2024,0.017,875,Medium,Medium
Aceh Singkil,Aceh,Daging ayam ras,2024,0.093,3197,High,High
Aceh Selatan,Aceh,Daging ayam ras,2024,0.056,2098,High,High
Aceh Tenggara,Aceh,Daging ayam ras,2024,0.115,3975,High,High
Aceh Timur,Aceh,Daging ayam ras,2024,0.083,2112,High,High
Aceh Tengah,Aceh,Daging ayam ras,2024,0.073,2609,High,High
Aceh Barat,Aceh,Daging ayam ras,2024,0.076,2638,High,High
Aceh Besar,Aceh,Daging ayam ras,2024,0.098,3132,High,High
Pidie,Aceh,Daging ayam ras,2024,0.056,1922,High,High
Bireuen,Aceh,Daging ayam ras,2024,0.06,1904,High,High
Aceh Utara,Aceh,Daging ayam ras,2024,0.09,2386,High,High
Aceh Barat Daya,Aceh,Daging ayam ras,2024,0.06,1929,High,High
Gayo Lues,Aceh,Daging ayam ras,2024,0.153,5097,High,High
Aceh Tamiang,Aceh,Daging ayam ras,2024,0.112,2892,High,High
Nagan Raya,Aceh,Daging ayam ras,2024,0.183,7369,High,High
Aceh Jaya,Aceh,Daging ayam ras,2024,0.091,2686,High,High
Bener Meriah,Aceh,Daging ayam ras,2024,0.164,5599,High,High
Pidie Jaya,Aceh,Daging ayam ras,2024,0.065,1946,High,High
Kota Banda Aceh,Aceh,Daging ayam ras,2024,0.142,5424,High,High
Kota Sabang,Aceh,Daging ayam ras,2024,0.125,4391,High,High
Kota Langsa,Aceh,Daging ayam ras,2024,0.13,3623,High,High
Kota Lhokseumawe,Aceh,Daging ayam ras,2024,0.108,3869,High,High
Kota Subulussalam,Aceh,Daging ayam ras,2024,0.069,2211,High,High
Nias,Sumatera Utara,Daging ayam ras,2024,0.103,3512,High,High
Mandailing Natal,Sumatera Utara,Daging ayam ras,2024,0.095,3482,High,High
Tapanuli Selatan,Sumatera Utara,Daging ayam ras,2024,0.083,3287,High,High
Tapanuli Tengah,Sumatera Utara,Daging ayam ras,2024,0.061,2038,High,High
Tapanuli Utara,Sumatera Utara,Daging ayam ras,2024,0.086,3413,High,High
Toba Samosir,Sumatera Utara,Daging ayam ras,2024,0.103,3955,High,High
Labuhan Batu,Sumatera Utara,Daging ayam ras,2024,0.119,4182,High,High
Asahan,Sumatera Utara,Daging ayam ras,2024,0.106,3059,High,High
Simalungun,Sumatera Utara,Daging ayam ras,2024,0.092,3146,High,High
Dairi,Sumatera Utara,Daging ayam ras,2024,0.057,2830,High,High
Karo,Sumatera Utara,Daging ayam ras,2024,0.123,4516,High,High
Deli Serdang,Sumatera Utara,Daging ayam ras,2024,0.149,4882,High,High
Langkat,Sumatera Utara,Daging ayam ras,2024,0.111,3478,High,High
Nias Selatan,Sumatera Utara,Daging ayam ras,2024,0.12,4166,High,High
Humbang Hasundutan,Sumatera Utara,Daging ayam ras,2024,0.064,2528,High,High
Pakpak Bharat,Sumatera Utara,Daging ayam ras,2024,0.072,2955,High,High
Samosir,Sumatera Utara,Daging ayam ras,2024,0.086,3463,High,High
Serdang Bedagai,Sumatera Utara,Daging ayam ras,2024,0.084,2588,High,High
Batu Bara,Sumatera Utara,Daging ayam ras,2024,0.087,2826,High,High
Padang Lawas Utara,Sumatera Utara,Daging ayam ras,2024,0.092,3504,High,High
Padang Lawas,Sumatera Utara,Daging ayam ras,2024,0.096,3552,High,High
Labuhan Batu Selatan,Sumatera Utara,Daging ayam ras,2024,0.123,4342,High,High
Labuhan Batu Utara,Sumatera Utara,Daging ayam ras,2024,0.094,3171,High,High
Nias Utara,Sumatera Utara,Daging ayam ras,2024,0.076,2801,High,High
Nias Barat,Sumatera Utara,Daging ayam ras,2024,0.055,1997,High,High
Kota Sibolga,Sumatera Utara,Daging ayam ras,2024,0.085,2721,High,High
Kota Tanjung Balai,Sumatera Utara,Daging ayam ras,2024,0.11,4030,High,High
Kota Pematang Siantar,Sumatera Utara,Daging ayam ras,2024,0.119,4137,High,High
Kota Tebing Tinggi,Sumatera Utara,Daging ayam ras,2024,0.164,4609,High,High
Kota Medan,Sumatera Utara,Daging ayam ras,2024,0.175,6099,High,High
Kota Binjai,Sumatera Utara,Daging ayam ras,2024,0.153,5622,High,High
Kota Padangsidimpuan,Sumatera Utara,Daging ayam ras,2024,0.097,3970,High,High
Kota Gunungsitoli,Sumatera Utara,Daging ayam ras,2024,0.102,3286,High,High
Kepulauan Mentawai,Sumatera Barat,Daging ayam ras,2024,0.033,2134,Medium,High
Pesisir Selatan,Sumatera Barat,Daging ayam ras,2024,0.097,3604,High,High
Solok,Sumatera Barat,Daging ayam ras,2024,0.173,5680,High,High
Sijunjung,Sumatera Barat,Daging ayam ras,2024,0.123,4755,High,High
Tanah Datar,Sumatera Barat,Daging ayam ras,2024,0.158,5209,High,High
Padang Pariaman,Sumatera Barat,Daging ayam ras,2024,0.09,3042,High,High
Agam,Sumatera Barat,Daging ayam ras,2024,0.138,4970,High,High
Lima Puluh Kota,Sumatera Barat,Daging ayam ras,2024,0.145,4886,High,High
Pasaman,Sumatera Barat,Daging ayam ras,2024,0.11,4026,High,High
Solok Selatan,Sumatera Barat,Daging ayam ras,2024,0.199,6043,High,High
Dharmasraya,Sumatera Barat,Daging ayam ras,2024,0.135,4756,High,High
Pasaman Barat,Sumatera Barat,Daging ayam ras,2024,0.096,3017,High,High
Kota Padang,Sumatera Barat,Daging ayam ras,2024,0.185,5810,High,High
Kota Solok,Sumatera Barat,Daging ayam ras,2024,0.203,6172,High,High
Kota Sawah Lunto,Sumatera Barat,Daging ayam ras,2024,0.187,6825,High,High
Kota Padang Panjang,Sumatera Barat,Daging ayam ras,2024,0.248,6813,High,High
Kota Bukittinggi,Sumatera Barat,Daging ayam ras,2024,0.197,7957,High,High
Kota Payakumbuh,Sumatera Barat,Daging ayam ras,2024,0.119,4366,High,High
Kota Pariaman,Sumatera Barat,Daging ayam ras,2024,0.148,4870,High,High
Kuantan Singingi,Riau,Daging ayam ras,2024,0.203,6151,High,High
Indragiri Hulu,Riau,Daging ayam ras,2024,0.145,4877,High,High
Indragiri Hilir,Riau,Daging ayam ras,2024,0.106,4383,High,High
Pelalawan,Riau,Daging ayam ras,2024,0.194,6355,High,High
Siak,Riau,Daging ayam ras,2024,0.199,6606,High,High
Kampar,Riau,Daging ayam ras,2024,0.218,6440,High,High
Rokan Hulu,Riau,Daging ayam ras,2024,0.17,5464,High,High
Bengkalis,Riau,Daging ayam ras,2024,0.208,6826,High,High
Rokan Hilir,Riau,Daging ayam ras,2024,0.139,4786,High,High
Kepulauan Meranti,Riau,Daging ayam ras,2024,0.104,4074,High,High
Kota Pekanbaru,Riau,Daging ayam ras,2024,0.227,7504,High,High
Kota Dumai,Riau,Daging ayam ras,2024,0.185,5868,High,High
Kerinci,Jambi,Daging ayam ras,2024,0.129,5356,High,High
Merangin,Jambi,Daging ayam ras,2024,0.148,5072,High,High
Sarolangun,Jambi,Daging ayam ras,2024,0.148,5240,High,High
Batang Hari,Jambi,Daging ayam ras,2024,0.156,5019,High,High
Muaro Jambi,Jambi,Daging ayam ras,2024,0.162,5650,High,High
Tanjung Jabung Timur,Jambi,Daging ayam ras,2024,0.141,5186,High,High
Tanjung Jabung Barat,Jambi,Daging ayam ras,2024,0.159,5247,High,High
Tebo,Jambi,Daging ayam ras,2024,0.133,4395,High,High
Bungo,Jambi,Daging ayam ras,2024,0.165,5495,High,High
Kota Jambi,Jambi,Daging ayam ras,2024,0.197,7129,High,High
Kota Sungai Penuh,Jambi,Daging ayam ras,2024,0.111,4527,High,High
Ogan Komering Ulu,Sumatera Selatan,Daging ayam ras,2024,0.125,3927,High,High
Ogan Komering Ilir,Sumatera Selatan,Daging ayam ras,2024,0.14,4468,High,High
Muara Enim,Sumatera Selatan,Daging ayam ras,2024,0.153,4902,High,High
Lahat,Sumatera Selatan,Daging ayam ras,2024,0.172,5394,High,High
Musi Rawas,Sumatera Selatan,Daging ayam ras,2024,0.132,4245,High,High
Musi Banyuasin,Sumatera Selatan,Daging ayam ras,2024,0.153,4753,High,High
Banyu Asin,Sumatera Selatan,Daging ayam ras,2024,0.152,4570,High,High
Ogan Komering Ulu Selatan,Sumatera Selatan,Daging ayam ras,2024,0.103,3582,High,High
Ogan Komering Ulu Timur,Sumatera Selatan,Daging ayam ras,2024,0.088,2279,High,High
Ogan Ilir,Sumatera Selatan,Daging ayam ras,2024,0.126,3529,High,High
Empat Lawang,Sumatera Selatan,Daging ayam ras,2024,0.123,3492,High,High
Penukal Abab Lematang Ilir,Sumatera Selatan,Daging ayam ras,2024,0.128,4109,High,High
Musi Rawas Utara,Sumatera Selatan,Daging ayam ras,2024,0.137,4495,High,High
Kota Palembang,Sumatera Selatan,Daging ayam ras,2024,0.216,6417,High,High
Kota Prabumulih,Sumatera Selatan,Daging ayam ras,2024,0.215,5601,High,High
Kota Pagar Alam,Sumatera Selatan,Daging ayam ras,2024,0.166,5674,High,High
Kota Lubuklinggau,Sumatera Selatan,Daging ayam ras,2024,0.177,5408,High,High
Bengkulu Selatan,Bengkulu,Daging ayam ras,2024,0.114,4073,High,High
Rejang Lebong,Bengkulu,Daging ayam ras,2024,0.135,4808,High,High
Bengkulu Utara,Bengkulu,Daging ayam ras,2024,0.13,4856,High,High
Kaur,Bengkulu,Daging ayam ras,2024,0.089,3364,High,High
Seluma,Bengkulu,Daging ayam ras,2024,0.125,4300,High,High
Mukomuko,Bengkulu,Daging ayam ras,2024,0.107,4307,High,High
Lebong,Bengkulu,Daging ayam ras,2024,0.115,4283,High,High
Kepahiang,Bengkulu,Daging ayam ras,2024,0.117,4096,High,High
Bengkulu Tengah,Bengkulu,Daging ayam ras,2024,0.162,5615,High,High
Kota Bengkulu,Bengkulu,Daging ayam ras,2024,0.175,6848,High,High
Lampung Barat,Lampung,Daging ayam ras,2024,0.073,2543,High,High
Tanggamus,Lampung,Daging ayam ras,2024,0.06,1677,High,Medium
Lampung Selatan,Lampung,Daging ayam ras,2024,0.096,3049,High,High
Lampung Timur,Lampung,Daging ayam ras,2024,0.069,2001,High,High
Lampung Tengah,Lampung,Daging ayam ras,2024,0.086,2830,High,High
Lampung Utara,Lampung,Daging ayam ras,2024,0.08,2378,High,High
Way Kanan,Lampung,Daging ayam ras,2024,0.084,2829,High,High
Tulangbawang,Lampung,Daging ayam ras,2024,0.059,1782,High,Medium
Pesawaran,Lampung,Daging ayam ras,2024,0.069,2089,High,High
Pringsewu,Lampung,Daging ayam ras,2024,0.055,1424,High,Medium
Mesuji,Lampung,Daging ayam ras,2024,0.072,2014,High,High
Tulang Bawang Barat,Lampung,Daging ayam ras,2024,0.073,2200,High,High
Pesisir Barat,Lampung,Daging ayam ras,2024,0.089,3106,High,High
Kota Bandar Lampung,Lampung,Daging ayam ras,2024,0.145,5305,High,High
Kota Metro,Lampung,Daging ayam ras,2024,0.092,3380,High,High
Bangka,Bangka Belitung,Daging ayam ras,2024,0.219,8171,High,High
Belitung,Bangka Belitung,Daging ayam ras,2024,0.192,8383,High,High
Bangka Barat,Bangka Belitung,Daging ayam ras,2024,0.178,6327,High,High
Bangka Tengah,Bangka Belitung,Daging ayam ras,2024,0.193,7080,High,High
Bangka Selatan,Bangka Belitung,Daging ayam ras,2024,0.203,7070,High,High
Belitung Timur,Bangka Belitung,Daging ayam ras,2024,0.215,9581,High,High
Kota Pangkal Pinang,Bangka Belitung,Daging ayam ras,2024,0.291,10466,High,High
Karimun,Kepulauan Riau,Daging ayam ras,2024,0.18,6445,High,High
Bintan,Kepulauan Riau,Daging ayam ras,2024,0.2,7213,High,High
Natuna,Kepulauan Riau,Daging ayam ras,2024,0.176,7180,High,High
Lingga,Kepulauan Riau,Daging ayam ras,2024,0.145,5340,High,High
Kepulauan Anambas,Kepulauan Riau,Daging ayam ras,2024,0.201,8170,High,High
Kota Batam,Kepulauan Riau,Daging ayam ras,2024,0.266,9931,High,High
Kota Tanjung Pinang,Kepulauan Riau,Daging ayam ras,2024,0.236,8417,High,High
Kep. Seribu,DKI Jakarta,Daging ayam ras,2024,0.107,5061,High,High
Kota Jakarta Selatan,DKI Jakarta,Daging ayam ras,2024,0.226,9012,High,High
Kota Jakarta Timur,DKI Jakarta,Daging ayam ras,2024,0.223,8538,High,High
Kota Jakarta Pusat,DKI Jakarta,Daging ayam ras,2024,0.213,8075,High,High
Kota Jakarta Barat,DKI Jakarta,Daging ayam ras,2024,0.194,7192,High,High
Kota Jakarta Utara,DKI Jakarta,Daging ayam ras,2024,0.186,7006,High,High
Bogor,Jawa Barat,Daging ayam ras,2024,0.157,5202,High,High
Sukabumi,Jawa Barat,Daging ayam ras,2024,0.152,4822,High,High
Cianjur,Jawa Barat,Daging ayam ras,2024,0.148,5091,High,High
Bandung,Jawa Barat,Daging ayam ras,2024,0.186,6159,High,High
Garut,Jawa Barat,Daging ayam ras,2024,0.167,5385,High,High
Tasikmalaya,Jawa Barat,Daging ayam ras,2024,0.146,4378,High,High
Ciamis,Jawa Barat,Daging ayam ras,2024,0.181,5991,High,High
Kuningan,Jawa Barat,Daging ayam ras,2024,0.179,6100,High,High
Cirebon,Jawa Barat,Daging ayam ras,2024,0.169,4801,High,High
Majalengka,Jawa Barat,Daging ayam ras,2024,0.156,5162,High,High
Sumedang,Jawa Barat,Daging ayam ras,2024,0.155,5378,High,High
Indramayu,Jawa Barat,Daging ayam ras,2024,0.179,5950,High,High
Subang,Jawa Barat,Daging ayam ras,2024,0.146,4705,High,High
Purwakarta,Jawa Barat,Daging ayam ras,2024,0.145,5073,High,High
Karawang,Jawa Barat,Daging ayam ras,2024,0.145,5002,High,High
Bekasi,Jawa Barat,Daging ayam ras,2024,0.16,6022,High,High
Bandung Barat,Jawa Barat,Daging ayam ras,2024,0.186,5317,High,High
Pangandaran,Jawa Barat,Daging ayam ras,2024,0.153,4748,High,High
Kota Bogor,Jawa Barat,Daging ayam ras,2024,0.164,7090,High,High
Kota Sukabumi,Jawa Barat,Daging ayam ras,2024,0.177,7864,High,High
Kota Bandung,Jawa Barat,Daging ayam ras,2024,0.218,8518,High,High
Kota Cirebon,Jawa Barat,Daging ayam ras,2024,0.169,5359,High,High
Kota Bekasi,Jawa Barat,Daging ayam ras,2024,0.221,9946,High,High
Kota Depok,Jawa Barat,Daging ayam ras,2024,0.211,9676,High,High
Kota Cimahi,Jawa Barat,Daging ayam ras,2024,0.234,8227,High,High
Kota Tasikmalaya,Jawa Barat,Daging ayam ras,2024,0.154,5772,High,High
Kota Banjar,Jawa Barat,Daging ayam ras,2024,0.169,4917,High,High
Cilacap,Jawa Tengah,Daging ayam ras,2024,0.117,3538,High,High
Banyumas,Jawa Tengah,Daging ayam ras,2024,0.14,4889,High,High
Purbalingga,Jawa Tengah,Daging ayam ras,2024,0.104,3340,High,High
Banjarnegara,Jawa Tengah,Daging ayam ras,2024,0.141,4053,High,High
Kebumen,Jawa Tengah,Daging ayam ras,2024,0.124,3654,High,High
Purworejo,Jawa Tengah,Daging ayam ras,2024,0.118,3861,High,High
Wonosobo,Jawa Tengah,Daging ayam ras,2024,0.125,3593,High,High
Magelang,Jawa Tengah,Daging ayam ras,2024,0.119,3658,High,High
Boyolali,Jawa Tengah,Daging ayam ras,2024,0.144,4576,High,High
Klaten,Jawa Tengah,Daging ayam ras,2024,0.163,4449,High,High
Sukoharjo,Jawa Tengah,Daging ayam ras,2024,0.141,5368,High,High
Wonogiri,Jawa Tengah,Daging ayam ras,2024,0.132,4113,High,High
Karanganyar,Jawa Tengah,Daging ayam ras,2024,0.162,5433,High,High
Sragen,Jawa Tengah,Daging ayam ras,2024,0.149,4614,High,High
Grobogan,Jawa Tengah,Daging ayam ras,2024,0.104,3218,High,High
Blora,Jawa Tengah,Daging ayam ras,2024,0.055,1813,High,Medium
Rembang,Jawa Tengah,Daging ayam ras,2024,0.105,3363,High,High
Pati,Jawa Tengah,Daging ayam ras,2024,0.1,3481,High,High
Kudus,Jawa Tengah,Daging ayam ras,2024,0.11,4100,High,High
Jepara,Jawa Tengah,Daging ayam ras,2024,0.1,3632,High,High
Demak,Jawa Tengah,Daging ayam ras,2024,0.141,4282,High,High
Semarang,Jawa Tengah,Daging ayam ras,2024,0.153,4797,High,High
Temanggung,Jawa Tengah,Daging ayam ras,2024,0.121,4368,High,High
Kendal,Jawa Tengah,Daging ayam ras,2024,0.142,4991,High,High
Batang,Jawa Tengah,Daging ayam ras,2024,0.107,3679,High,High
Pekalongan,Jawa Tengah,Daging ayam ras,2024,0.13,4535,High,High
Pemalang,Jawa Tengah,Daging ayam ras,2024,0.113,3888,High,High
Tegal,Jawa Tengah,Daging ayam ras,2024,0.103,3517,High,High
